iter,Gaussian,t(nu=4)
2223,0.003013,0.002672
2224,0.003014,0.002672
2225,0.003014,0.002672
2226,0.003014,0.002673
2227,0.003015,0.002673
2228,0.003015,0.002673
2229,0.003015,0.002673
2230,0.003015,0.002673
2231,0.003016,0.002673
2232,0.003016,0.002674
2233,0.003016,0.002674
2234,0.003017,0.002674
2235,0.003017,0.002674
2236,0.003017,0.002674
2237,0.003018,0.002674
2238,0.003018,0.002675
2239,0.003018,0.002675
2240,0.003018,0.002675
2241,0.003019,0.002675
2242,0.003019,0.002675
2243,0.003019,0.002675
2244,0.003020,0.002676
2245,0.003020,0.002676
2246,0.003020,0.002676
2247,0.003021,0.002676
2248,0.003021,0.002676
2249,0.003021,0.002676
2250,0.003021,0.002677
2251,0.003022,0.002677
2252,0.003022,0.002677
2253,0.003022,0.002677
2254,0.003023,0.002677
2255,0.003023,0.002677
2256,0.003023,0.002678
2257,0.003023,0.002678
2258,0.003024,0.002678
2259,0.003024,0.002678
2260,0.003024,0.002678
2261,0.003025,0.002678
2262,0.003025,0.002679
2263,0.003025,0.002679
2264,0.003026,0.002679
2265,0.003026,0.002679
2266,0.003026,0.002679
2267,0.003026,0.002679
2268,0.003027,0.002680
2269,0.003027,0.002680
2270,0.003027,0.002680
2271,0.003028,0.002680
2272,0.003028,0.002680
2273,0.003028,0.002680
2274,0.003029,0.002681
2275,0.003029,0.002681
2276,0.003029,0.002681
2277,0.003029,0.002681
2278,0.003030,0.002681
2279,0.003030,0.002681
2280,0.003030,0.002682
2281,0.003031,0.002682
2282,0.003031,0.002682
2283,0.003031,0.002682
2284,0.003031,0.002682
2285,0.003032,0.002682
2286,0.003032,0.002683
2287,0.003032,0.002683
2288,0.003033,0.002683
2289,0.003033,0.002683
2290,0.003033,0.002683
2291,0.003034,0.002683
2292,0.003034,0.002684
2293,0.003034,0.002684
2294,0.003034,0.002684
2295,0.003035,0.002684
2296,0.003035,0.002684
2297,0.003035,0.002684
2298,0.003036,0.002685
2299,0.003036,0.002685
2300,0.003036,0.002685
2301,0.003036,0.002685
2302,0.003037,0.002685
2303,0.003037,0.002685
2304,0.003037,0.002686
2305,0.003038,0.002686
2306,0.003038,0.002686
2307,0.003038,0.002686
2308,0.003039,0.002686
2309,0.003039,0.002686
2310,0.003039,0.002687
2311,0.003039,0.002687
2312,0.003040,0.002687
2313,0.003040,0.002687
2314,0.003040,0.002687
2315,0.003041,0.002687
2316,0.003041,0.002688
2317,0.003041,0.002688
2318,0.003041,0.002688
2319,0.003042,0.002688
2320,0.003042,0.002688
2321,0.003042,0.002688
2322,0.003043,0.002689
2323,0.003043,0.002689
2324,0.003043,0.002689
2325,0.003043,0.002689
2326,0.003044,0.002689
2327,0.003044,0.002689
2328,0.003044,0.002690
2329,0.003045,0.002690
2330,0.003045,0.002690
2331,0.003045,0.002690
2332,0.003046,0.002690
2333,0.003046,0.002690
2334,0.003046,0.002691
2335,0.003046,0.002691
2336,0.003047,0.002691
2337,0.003047,0.002691
2338,0.003047,0.002691
2339,0.003048,0.002691
2340,0.003048,0.002692
2341,0.003048,0.002692
2342,0.003048,0.002692
2343,0.003049,0.002692
2344,0.003049,0.002692
2345,0.003049,0.002692
2346,0.003050,0.002692
2347,0.003050,0.002693
2348,0.003050,0.002693
2349,0.003050,0.002693
2350,0.003051,0.002693
2351,0.003051,0.002693
2352,0.003051,0.002693
2353,0.003052,0.002694
2354,0.003052,0.002694
2355,0.003052,0.002694
2356,0.003053,0.002694
2357,0.003053,0.002694
2358,0.003053,0.002694
2359,0.003053,0.002695
2360,0.003054,0.002695
2361,0.003054,0.002695
2362,0.003054,0.002695
2363,0.003055,0.002695
2364,0.003055,0.002695
2365,0.003055,0.002696
2366,0.003055,0.002696
2367,0.003056,0.002696
2368,0.003056,0.002696
2369,0.003056,0.002696
2370,0.003057,0.002696
2371,0.003057,0.002697
2372,0.003057,0.002697
2373,0.003057,0.002697
2374,0.003058,0.002697
2375,0.003058,0.002697
2376,0.003058,0.002697
2377,0.003059,0.002698
2378,0.003059,0.002698
2379,0.003059,0.002698
2380,0.003059,0.002698
2381,0.003060,0.002698
2382,0.003060,0.002698
2383,0.003060,0.002699
2384,0.003061,0.002699
2385,0.003061,0.002699
2386,0.003061,0.002699
2387,0.003061,0.002699
2388,0.003062,0.002699
2389,0.003062,0.002700
2390,0.003062,0.002700
2391,0.003063,0.002700
2392,0.003063,0.002700
2393,0.003063,0.002700
2394,0.003063,0.002700
2395,0.003064,0.002700
2396,0.003064,0.002701
2397,0.003064,0.002701
2398,0.003065,0.002701
2399,0.003065,0.002701
2400,0.003065,0.002701
2401,0.003066,0.002701
2402,0.003066,0.002702
2403,0.003066,0.002702
2404,0.003066,0.002702
2405,0.003067,0.002702
2406,0.003067,0.002702
2407,0.003067,0.002702
2408,0.003068,0.002703
2409,0.003068,0.002703
2410,0.003068,0.002703
2411,0.003068,0.002703
2412,0.003069,0.002703
2413,0.003069,0.002703
2414,0.003069,0.002704
2415,0.003070,0.002704
2416,0.003070,0.002704
2417,0.003070,0.002704
2418,0.003070,0.002704
2419,0.003071,0.002704
2420,0.003071,0.002705
2421,0.003071,0.002705
2422,0.003072,0.002705
2423,0.003072,0.002705
2424,0.003072,0.002705
2425,0.003072,0.002705
2426,0.003073,0.002706
2427,0.003073,0.002706
2428,0.003073,0.002706
2429,0.003074,0.002706
2430,0.003074,0.002706
2431,0.003074,0.002706
2432,0.003074,0.002706
2433,0.003075,0.002707
2434,0.003075,0.002707
2435,0.003075,0.002707
2436,0.003076,0.002707
2437,0.003076,0.002707
2438,0.003076,0.002707
2439,0.003076,0.002708
2440,0.003077,0.002708
2441,0.003077,0.002708
2442,0.003077,0.002708
2443,0.003078,0.002708
2444,0.003078,0.002708
2445,0.003078,0.002709
2446,0.003078,0.002709
2447,0.003079,0.002709
2448,0.003079,0.002709
2449,0.003079,0.002709
2450,0.003079,0.002709
2451,0.003080,0.002710
2452,0.003080,0.002710
2453,0.003080,0.002710
2454,0.003081,0.002710
2455,0.003081,0.002710
2456,0.003081,0.002710
2457,0.003081,0.002711
2458,0.003082,0.002711
2459,0.003082,0.002711
2460,0.003082,0.002711
2461,0.003083,0.002711
2462,0.003083,0.002711
2463,0.003083,0.002711
2464,0.003083,0.002712
2465,0.003084,0.002712
2466,0.003084,0.002712
2467,0.003084,0.002712
2468,0.003085,0.002712
2469,0.003085,0.002712
2470,0.003085,0.002713
2471,0.003085,0.002713
2472,0.003086,0.002713
2473,0.003086,0.002713
2474,0.003086,0.002713
2475,0.003087,0.002713
2476,0.003087,0.002714
2477,0.003087,0.002714
2478,0.003087,0.002714
2479,0.003088,0.002714
2480,0.003088,0.002714
2481,0.003088,0.002714
2482,0.003089,0.002715
2483,0.003089,0.002715
2484,0.003089,0.002715
2485,0.003089,0.002715
2486,0.003090,0.002715
2487,0.003090,0.002715
2488,0.003090,0.002715
2489,0.003091,0.002716
2490,0.003091,0.002716
2491,0.003091,0.002716
2492,0.003091,0.002716
2493,0.003092,0.002716
2494,0.003092,0.002716
2495,0.003092,0.002717
2496,0.003092,0.002717
2497,0.003093,0.002717
2498,0.003093,0.002717
2499,0.003093,0.002717
2500,0.003094,0.002717
2501,0.003094,0.002718
2502,0.003094,0.002718
2503,0.003094,0.002718
2504,0.003095,0.002718
2505,0.003095,0.002718
2506,0.003095,0.002718
2507,0.003096,0.002719
2508,0.003096,0.002719
2509,0.003096,0.002719
2510,0.003096,0.002719
2511,0.003097,0.002719
2512,0.003097,0.002719
2513,0.003097,0.002719
2514,0.003098,0.002720
2515,0.003098,0.002720
2516,0.003098,0.002720
2517,0.003098,0.002720
2518,0.003099,0.002720
2519,0.003099,0.002720
2520,0.003099,0.002721
2521,0.003100,0.002721
2522,0.003100,0.002721
2523,0.003100,0.002721
2524,0.003100,0.002721
2525,0.003101,0.002721
2526,0.003101,0.002722
2527,0.003101,0.002722
2528,0.003101,0.002722
2529,0.003102,0.002722
2530,0.003102,0.002722
2531,0.003102,0.002722
2532,0.003103,0.002722
2533,0.003103,0.002723
2534,0.003103,0.002723
2535,0.003103,0.002723
2536,0.003104,0.002723
2537,0.003104,0.002723
2538,0.003104,0.002723
2539,0.003105,0.002724
2540,0.003105,0.002724
2541,0.003105,0.002724
2542,0.003105,0.002724
2543,0.003106,0.002724
2544,0.003106,0.002724
2545,0.003106,0.002725
2546,0.003106,0.002725
2547,0.003107,0.002725
2548,0.003107,0.002725
2549,0.003107,0.002725
2550,0.003108,0.002725
2551,0.003108,0.002725
2552,0.003108,0.002726
2553,0.003108,0.002726
2554,0.003109,0.002726
2555,0.003109,0.002726
2556,0.003109,0.002726
2557,0.003110,0.002726
2558,0.003110,0.002727
2559,0.003110,0.002727
2560,0.003110,0.002727
2561,0.003111,0.002727
2562,0.003111,0.002727
2563,0.003111,0.002727
2564,0.003111,0.002728
2565,0.003112,0.002728
2566,0.003112,0.002728
2567,0.003112,0.002728
2568,0.003113,0.002728
2569,0.003113,0.002728
2570,0.003113,0.002728
2571,0.003113,0.002729
2572,0.003114,0.002729
2573,0.003114,0.002729
2574,0.003114,0.002729
2575,0.003115,0.002729
2576,0.003115,0.002729
2577,0.003115,0.002730
2578,0.003115,0.002730
2579,0.003116,0.002730
2580,0.003116,0.002730
2581,0.003116,0.002730
2582,0.003116,0.002730
2583,0.003117,0.002731
2584,0.003117,0.002731
2585,0.003117,0.002731
2586,0.003118,0.002731
2587,0.003118,0.002731
2588,0.003118,0.002731
2589,0.003118,0.002731
2590,0.003119,0.002732
2591,0.003119,0.002732
2592,0.003119,0.002732
2593,0.003119,0.002732
2594,0.003120,0.002732
2595,0.003120,0.002732
2596,0.003120,0.002733
2597,0.003121,0.002733
2598,0.003121,0.002733
2599,0.003121,0.002733
2600,0.003121,0.002733
2601,0.003122,0.002733
2602,0.003122,0.002734
2603,0.003122,0.002734
2604,0.003123,0.002734
2605,0.003123,0.002734
2606,0.003123,0.002734
2607,0.003123,0.002734
2608,0.003124,0.002734
2609,0.003124,0.002735
2610,0.003124,0.002735
2611,0.003124,0.002735
2612,0.003125,0.002735
2613,0.003125,0.002735
2614,0.003125,0.002735
2615,0.003126,0.002736
2616,0.003126,0.002736
2617,0.003126,0.002736
2618,0.003126,0.002736
2619,0.003127,0.002736
2620,0.003127,0.002736
2621,0.003127,0.002736
2622,0.003127,0.002737
2623,0.003128,0.002737
2624,0.003128,0.002737
2625,0.003128,0.002737
2626,0.003129,0.002737
2627,0.003129,0.002737
2628,0.003129,0.002738
2629,0.003129,0.002738
2630,0.003130,0.002738
2631,0.003130,0.002738
2632,0.003130,0.002738
2633,0.003130,0.002738
2634,0.003131,0.002739
2635,0.003131,0.002739
2636,0.003131,0.002739
2637,0.003132,0.002739
2638,0.003132,0.002739
2639,0.003132,0.002739
2640,0.003132,0.002739
2641,0.003133,0.002740
2642,0.003133,0.002740
2643,0.003133,0.002740
2644,0.003133,0.002740
2645,0.003134,0.002740
2646,0.003134,0.002740
2647,0.003134,0.002741
2648,0.003135,0.002741
2649,0.003135,0.002741
2650,0.003135,0.002741
2651,0.003135,0.002741
2652,0.003136,0.002741
2653,0.003136,0.002741
2654,0.003136,0.002742
2655,0.003136,0.002742
2656,0.003137,0.002742
2657,0.003137,0.002742
2658,0.003137,0.002742
2659,0.003138,0.002742
2660,0.003138,0.002743
2661,0.003138,0.002743
2662,0.003138,0.002743
2663,0.003139,0.002743
2664,0.003139,0.002743
2665,0.003139,0.002743
2666,0.003139,0.002743
2667,0.003140,0.002744
2668,0.003140,0.002744
2669,0.003140,0.002744
2670,0.003141,0.002744
2671,0.003141,0.002744
2672,0.003141,0.002744
2673,0.003141,0.002745
2674,0.003142,0.002745
2675,0.003142,0.002745
2676,0.003142,0.002745
2677,0.003142,0.002745
2678,0.003143,0.002745
2679,0.003143,0.002745
2680,0.003143,0.002746
2681,0.003143,0.002746
2682,0.003144,0.002746
2683,0.003144,0.002746
2684,0.003144,0.002746
2685,0.003145,0.002746
2686,0.003145,0.002747
2687,0.003145,0.002747
2688,0.003145,0.002747
2689,0.003146,0.002747
2690,0.003146,0.002747
2691,0.003146,0.002747
2692,0.003146,0.002747
2693,0.003147,0.002748
2694,0.003147,0.002748
2695,0.003147,0.002748
2696,0.003148,0.002748
2697,0.003148,0.002748
2698,0.003148,0.002748
2699,0.003148,0.002749
2700,0.003149,0.002749
2701,0.003149,0.002749
2702,0.003149,0.002749
2703,0.003149,0.002749
2704,0.003150,0.002749
2705,0.003150,0.002749
2706,0.003150,0.002750
2707,0.003150,0.002750
2708,0.003151,0.002750
2709,0.003151,0.002750
2710,0.003151,0.002750
2711,0.003152,0.002750
2712,0.003152,0.002751
2713,0.003152,0.002751
2714,0.003152,0.002751
2715,0.003153,0.002751
2716,0.003153,0.002751
2717,0.003153,0.002751
2718,0.003153,0.002751
2719,0.003154,0.002752
2720,0.003154,0.002752
2721,0.003154,0.002752
2722,0.003155,0.002752
2723,0.003155,0.002752
2724,0.003155,0.002752
2725,0.003155,0.002753
2726,0.003156,0.002753
2727,0.003156,0.002753
2728,0.003156,0.002753
2729,0.003156,0.002753
2730,0.003157,0.002753
2731,0.003157,0.002753
2732,0.003157,0.002754
2733,0.003157,0.002754
2734,0.003158,0.002754
2735,0.003158,0.002754
2736,0.003158,0.002754
2737,0.003159,0.002754
2738,0.003159,0.002755
2739,0.003159,0.002755
2740,0.003159,0.002755
2741,0.003160,0.002755
2742,0.003160,0.002755
2743,0.003160,0.002755
2744,0.003160,0.002755
2745,0.003161,0.002756
2746,0.003161,0.002756
2747,0.003161,0.002756
2748,0.003161,0.002756
2749,0.003162,0.002756
2750,0.003162,0.002756
2751,0.003162,0.002757
2752,0.003163,0.002757
2753,0.003163,0.002757
2754,0.003163,0.002757
2755,0.003163,0.002757
2756,0.003164,0.002757
2757,0.003164,0.002757
2758,0.003164,0.002758
2759,0.003164,0.002758
2760,0.003165,0.002758
2761,0.003165,0.002758
2762,0.003165,0.002758
2763,0.003165,0.002758
2764,0.003166,0.002759
2765,0.003166,0.002759
2766,0.003166,0.002759
2767,0.003167,0.002759
2768,0.003167,0.002759
2769,0.003167,0.002759
2770,0.003167,0.002759
2771,0.003168,0.002760
2772,0.003168,0.002760
2773,0.003168,0.002760
2774,0.003168,0.002760
2775,0.003169,0.002760
2776,0.003169,0.002760
2777,0.003169,0.002760
2778,0.003169,0.002761
2779,0.003170,0.002761
2780,0.003170,0.002761
2781,0.003170,0.002761
2782,0.003170,0.002761
2783,0.003171,0.002761
2784,0.003171,0.002762
2785,0.003171,0.002762
2786,0.003172,0.002762
2787,0.003172,0.002762
2788,0.003172,0.002762
2789,0.003172,0.002762
2790,0.003173,0.002762
2791,0.003173,0.002763
2792,0.003173,0.002763
2793,0.003173,0.002763
2794,0.003174,0.002763
2795,0.003174,0.002763
2796,0.003174,0.002763
2797,0.003174,0.002764
2798,0.003175,0.002764
2799,0.003175,0.002764
2800,0.003175,0.002764
2801,0.003175,0.002764
2802,0.003176,0.002764
2803,0.003176,0.002764
2804,0.003176,0.002765
2805,0.003177,0.002765
2806,0.003177,0.002765
2807,0.003177,0.002765
2808,0.003177,0.002765
2809,0.003178,0.002765
2810,0.003178,0.002765
2811,0.003178,0.002766
2812,0.003178,0.002766
2813,0.003179,0.002766
2814,0.003179,0.002766
2815,0.003179,0.002766
2816,0.003179,0.002766
2817,0.003180,0.002767
2818,0.003180,0.002767
2819,0.003180,0.002767
2820,0.003180,0.002767
2821,0.003181,0.002767
2822,0.003181,0.002767
2823,0.003181,0.002767
2824,0.003182,0.002768
2825,0.003182,0.002768
2826,0.003182,0.002768
2827,0.003182,0.002768
2828,0.003183,0.002768
2829,0.003183,0.002768
2830,0.003183,0.002769
2831,0.003183,0.002769
2832,0.003184,0.002769
2833,0.003184,0.002769
2834,0.003184,0.002769
2835,0.003184,0.002769
2836,0.003185,0.002769
2837,0.003185,0.002770
2838,0.003185,0.002770
2839,0.003185,0.002770
2840,0.003186,0.002770
2841,0.003186,0.002770
2842,0.003186,0.002770
2843,0.003187,0.002770
2844,0.003187,0.002771
2845,0.003187,0.002771
2846,0.003187,0.002771
2847,0.003188,0.002771
2848,0.003188,0.002771
2849,0.003188,0.002771
2850,0.003188,0.002772
2851,0.003189,0.002772
2852,0.003189,0.002772
2853,0.003189,0.002772
2854,0.003189,0.002772
2855,0.003190,0.002772
2856,0.003190,0.002772
2857,0.003190,0.002773
2858,0.003190,0.002773
2859,0.003191,0.002773
2860,0.003191,0.002773
2861,0.003191,0.002773
2862,0.003191,0.002773
2863,0.003192,0.002773
2864,0.003192,0.002774
2865,0.003192,0.002774
2866,0.003192,0.002774
2867,0.003193,0.002774
2868,0.003193,0.002774
2869,0.003193,0.002774
2870,0.003194,0.002775
2871,0.003194,0.002775
2872,0.003194,0.002775
2873,0.003194,0.002775
2874,0.003195,0.002775
2875,0.003195,0.002775
2876,0.003195,0.002775
2877,0.003195,0.002776
2878,0.003196,0.002776
2879,0.003196,0.002776
2880,0.003196,0.002776
2881,0.003196,0.002776
2882,0.003197,0.002776
2883,0.003197,0.002776
2884,0.003197,0.002777
2885,0.003197,0.002777
2886,0.003198,0.002777
2887,0.003198,0.002777
2888,0.003198,0.002777
2889,0.003198,0.002777
2890,0.003199,0.002777
2891,0.003199,0.002778
2892,0.003199,0.002778
2893,0.003199,0.002778
2894,0.003200,0.002778
2895,0.003200,0.002778
2896,0.003200,0.002778
2897,0.003201,0.002779
2898,0.003201,0.002779
2899,0.003201,0.002779
2900,0.003201,0.002779
2901,0.003202,0.002779
2902,0.003202,0.002779
2903,0.003202,0.002779
2904,0.003202,0.002780
2905,0.003203,0.002780
2906,0.003203,0.002780
2907,0.003203,0.002780
2908,0.003203,0.002780
2909,0.003204,0.002780
2910,0.003204,0.002780
2911,0.003204,0.002781
2912,0.003204,0.002781
2913,0.003205,0.002781
2914,0.003205,0.002781
2915,0.003205,0.002781
2916,0.003205,0.002781
2917,0.003206,0.002782
2918,0.003206,0.002782
2919,0.003206,0.002782
2920,0.003206,0.002782
2921,0.003207,0.002782
2922,0.003207,0.002782
2923,0.003207,0.002782
2924,0.003207,0.002783
2925,0.003208,0.002783
2926,0.003208,0.002783
2927,0.003208,0.002783
2928,0.003209,0.002783
2929,0.003209,0.002783
2930,0.003209,0.002783
2931,0.003209,0.002784
2932,0.003210,0.002784
2933,0.003210,0.002784
2934,0.003210,0.002784
2935,0.003210,0.002784
2936,0.003211,0.002784
2937,0.003211,0.002784
2938,0.003211,0.002785
2939,0.003211,0.002785
2940,0.003212,0.002785
2941,0.003212,0.002785
2942,0.003212,0.002785
2943,0.003212,0.002785
2944,0.003213,0.002785
2945,0.003213,0.002786
2946,0.003213,0.002786
2947,0.003213,0.002786
2948,0.003214,0.002786
2949,0.003214,0.002786
2950,0.003214,0.002786
2951,0.003214,0.002787
2952,0.003215,0.002787
2953,0.003215,0.002787
2954,0.003215,0.002787
2955,0.003215,0.002787
2956,0.003216,0.002787
2957,0.003216,0.002787
2958,0.003216,0.002788
2959,0.003216,0.002788
2960,0.003217,0.002788
2961,0.003217,0.002788
2962,0.003217,0.002788
2963,0.003217,0.002788
2964,0.003218,0.002788
2965,0.003218,0.002789
2966,0.003218,0.002789
2967,0.003218,0.002789
2968,0.003219,0.002789
2969,0.003219,0.002789
2970,0.003219,0.002789
2971,0.003219,0.002789
2972,0.003220,0.002790
2973,0.003220,0.002790
2974,0.003220,0.002790
2975,0.003221,0.002790
2976,0.003221,0.002790
2977,0.003221,0.002790
2978,0.003221,0.002791
2979,0.003222,0.002791
2980,0.003222,0.002791
2981,0.003222,0.002791
2982,0.003222,0.002791
2983,0.003223,0.002791
2984,0.003223,0.002791
2985,0.003223,0.002792
2986,0.003223,0.002792
2987,0.003224,0.002792
2988,0.003224,0.002792
2989,0.003224,0.002792
2990,0.003224,0.002792
2991,0.003225,0.002792
2992,0.003225,0.002793
2993,0.003225,0.002793
2994,0.003225,0.002793
2995,0.003226,0.002793
2996,0.003226,0.002793
2997,0.003226,0.002793
2998,0.003226,0.002793
2999,0.003227,0.002794
3000,0.003227,0.002794
3001,0.003227,0.002794
3002,0.003227,0.002794
3003,0.003228,0.002794
3004,0.003228,0.002794
3005,0.003228,0.002794
3006,0.003228,0.002795
3007,0.003229,0.002795
3008,0.003229,0.002795
3009,0.003229,0.002795
3010,0.003229,0.002795
3011,0.003230,0.002795
3012,0.003230,0.002795
3013,0.003230,0.002796
3014,0.003230,0.002796
3015,0.003231,0.002796
3016,0.003231,0.002796
3017,0.003231,0.002796
3018,0.003231,0.002796
3019,0.003232,0.002796
3020,0.003232,0.002797
3021,0.003232,0.002797
3022,0.003232,0.002797
3023,0.003233,0.002797
3024,0.003233,0.002797
3025,0.003233,0.002797
3026,0.003233,0.002798
3027,0.003234,0.002798
3028,0.003234,0.002798
3029,0.003234,0.002798
3030,0.003234,0.002798
3031,0.003235,0.002798
3032,0.003235,0.002798
3033,0.003235,0.002799
3034,0.003235,0.002799
3035,0.003236,0.002799
3036,0.003236,0.002799
3037,0.003236,0.002799
3038,0.003236,0.002799
3039,0.003237,0.002799
3040,0.003237,0.002800
3041,0.003237,0.002800
3042,0.003237,0.002800
3043,0.003238,0.002800
3044,0.003238,0.002800
3045,0.003238,0.002800
3046,0.003238,0.002800
3047,0.003239,0.002801
3048,0.003239,0.002801
3049,0.003239,0.002801
3050,0.003239,0.002801
3051,0.003240,0.002801
3052,0.003240,0.002801
3053,0.003240,0.002801
3054,0.003240,0.002802
3055,0.003241,0.002802
3056,0.003241,0.002802
3057,0.003241,0.002802
3058,0.003241,0.002802
3059,0.003242,0.002802
3060,0.003242,0.002802
3061,0.003242,0.002803
3062,0.003242,0.002803
3063,0.003243,0.002803
3064,0.003243,0.002803
3065,0.003243,0.002803
3066,0.003243,0.002803
3067,0.003244,0.002803
3068,0.003244,0.002804
3069,0.003244,0.002804
3070,0.003244,0.002804
3071,0.003245,0.002804
3072,0.003245,0.002804
3073,0.003245,0.002804
3074,0.003245,0.002804
3075,0.003246,0.002805
3076,0.003246,0.002805
3077,0.003246,0.002805
3078,0.003246,0.002805
3079,0.003247,0.002805
3080,0.003247,0.002805
3081,0.003247,0.002805
3082,0.003247,0.002806
3083,0.003248,0.002806
3084,0.003248,0.002806
3085,0.003248,0.002806
3086,0.003248,0.002806
3087,0.003249,0.002806
3088,0.003249,0.002806
3089,0.003249,0.002807
3090,0.003249,0.002807
3091,0.003250,0.002807
3092,0.003250,0.002807
3093,0.003250,0.002807
3094,0.003250,0.002807
3095,0.003251,0.002808
3096,0.003251,0.002808
3097,0.003251,0.002808
3098,0.003251,0.002808
3099,0.003252,0.002808
3100,0.003252,0.002808
3101,0.003252,0.002808
3102,0.003252,0.002809
3103,0.003253,0.002809
3104,0.003253,0.002809
3105,0.003253,0.002809
3106,0.003253,0.002809
3107,0.003254,0.002809
3108,0.003254,0.002809
3109,0.003254,0.002810
3110,0.003254,0.002810
3111,0.003255,0.002810
3112,0.003255,0.002810
3113,0.003255,0.002810
3114,0.003255,0.002810
3115,0.003256,0.002810
3116,0.003256,0.002811
3117,0.003256,0.002811
3118,0.003256,0.002811
3119,0.003257,0.002811
3120,0.003257,0.002811
3121,0.003257,0.002811
3122,0.003257,0.002811
3123,0.003258,0.002812
3124,0.003258,0.002812
3125,0.003258,0.002812
3126,0.003258,0.002812
3127,0.003259,0.002812
3128,0.003259,0.002812
3129,0.003259,0.002812
3130,0.003259,0.002813
3131,0.003260,0.002813
3132,0.003260,0.002813
3133,0.003260,0.002813
3134,0.003260,0.002813
3135,0.003261,0.002813
3136,0.003261,0.002813
3137,0.003261,0.002814
3138,0.003261,0.002814
3139,0.003262,0.002814
3140,0.003262,0.002814
3141,0.003262,0.002814
3142,0.003262,0.002814
3143,0.003262,0.002814
3144,0.003263,0.002815
3145,0.003263,0.002815
3146,0.003263,0.002815
3147,0.003263,0.002815
3148,0.003264,0.002815
3149,0.003264,0.002815
3150,0.003264,0.002815
3151,0.003264,0.002816
3152,0.003265,0.002816
3153,0.003265,0.002816
3154,0.003265,0.002816
3155,0.003265,0.002816
3156,0.003266,0.002816
3157,0.003266,0.002816
3158,0.003266,0.002817
3159,0.003266,0.002817
3160,0.003267,0.002817
3161,0.003267,0.002817
3162,0.003267,0.002817
3163,0.003267,0.002817
3164,0.003268,0.002817
3165,0.003268,0.002818
3166,0.003268,0.002818
3167,0.003268,0.002818
3168,0.003269,0.002818
3169,0.003269,0.002818
3170,0.003269,0.002818
3171,0.003269,0.002818
3172,0.003270,0.002819
3173,0.003270,0.002819
3174,0.003270,0.002819
3175,0.003270,0.002819
3176,0.003271,0.002819
3177,0.003271,0.002819
3178,0.003271,0.002819
3179,0.003271,0.002820
3180,0.003272,0.002820
3181,0.003272,0.002820
3182,0.003272,0.002820
3183,0.003272,0.002820
3184,0.003273,0.002820
3185,0.003273,0.002820
3186,0.003273,0.002821
3187,0.003273,0.002821
3188,0.003273,0.002821
3189,0.003274,0.002821
3190,0.003274,0.002821
3191,0.003274,0.002821
3192,0.003274,0.002821
3193,0.003275,0.002821
3194,0.003275,0.002822
3195,0.003275,0.002822
3196,0.003275,0.002822
3197,0.003276,0.002822
3198,0.003276,0.002822
3199,0.003276,0.002822
3200,0.003276,0.002822
3201,0.003277,0.002823
3202,0.003277,0.002823
3203,0.003277,0.002823
3204,0.003277,0.002823
3205,0.003278,0.002823
3206,0.003278,0.002823
3207,0.003278,0.002823
3208,0.003278,0.002824
3209,0.003279,0.002824
3210,0.003279,0.002824
3211,0.003279,0.002824
3212,0.003279,0.002824
3213,0.003280,0.002824
3214,0.003280,0.002824
3215,0.003280,0.002825
3216,0.003280,0.002825
3217,0.003281,0.002825
3218,0.003281,0.002825
3219,0.003281,0.002825
3220,0.003281,0.002825
3221,0.003282,0.002825
3222,0.003282,0.002826
3223,0.003282,0.002826
3224,0.003282,0.002826
3225,0.003282,0.002826
3226,0.003283,0.002826
3227,0.003283,0.002826
3228,0.003283,0.002826
3229,0.003283,0.002827
3230,0.003284,0.002827
3231,0.003284,0.002827
3232,0.003284,0.002827
3233,0.003284,0.002827
3234,0.003285,0.002827
3235,0.003285,0.002827
3236,0.003285,0.002828
3237,0.003285,0.002828
3238,0.003286,0.002828
3239,0.003286,0.002828
3240,0.003286,0.002828
3241,0.003286,0.002828
3242,0.003287,0.002828
3243,0.003287,0.002829
3244,0.003287,0.002829
3245,0.003287,0.002829
3246,0.003288,0.002829
3247,0.003288,0.002829
3248,0.003288,0.002829
3249,0.003288,0.002829
3250,0.003289,0.002830
3251,0.003289,0.002830
3252,0.003289,0.002830
3253,0.003289,0.002830
3254,0.003289,0.002830
3255,0.003290,0.002830
3256,0.003290,0.002830
3257,0.003290,0.002831
3258,0.003290,0.002831
3259,0.003291,0.002831
3260,0.003291,0.002831
3261,0.003291,0.002831
3262,0.003291,0.002831
3263,0.003292,0.002831
3264,0.003292,0.002831
3265,0.003292,0.002832
3266,0.003292,0.002832
3267,0.003293,0.002832
3268,0.003293,0.002832
3269,0.003293,0.002832
3270,0.003293,0.002832
3271,0.003294,0.002832
3272,0.003294,0.002833
3273,0.003294,0.002833
3274,0.003294,0.002833
3275,0.003295,0.002833
3276,0.003295,0.002833
3277,0.003295,0.002833
3278,0.003295,0.002833
3279,0.003295,0.002834
3280,0.003296,0.002834
3281,0.003296,0.002834
3282,0.003296,0.002834
3283,0.003296,0.002834
3284,0.003297,0.002834
3285,0.003297,0.002834
3286,0.003297,0.002835
3287,0.003297,0.002835
3288,0.003298,0.002835
3289,0.003298,0.002835
3290,0.003298,0.002835
3291,0.003298,0.002835
3292,0.003299,0.002835
3293,0.003299,0.002836
3294,0.003299,0.002836
3295,0.003299,0.002836
3296,0.003300,0.002836
3297,0.003300,0.002836
